문서,섹션,항목,내용
"안전보건교육 기록","기본정보","교육장소","대구 달서구 물류창고"
"안전보건교육 기록","기본정보","교육대상","창고 작업자, 고령 숙련자, 지게차 보조 작업자, 총 5명"
"안전보건교육 기록","기본정보","교육 실시자","현장소장 / 관리감독자"
"안전보건교육 기록","기본정보","확인자","작업반장 / 작업자 대표"
"안전보건교육 기록","교육대상","1","창고 작업자, 고령 숙련자, 지게차 보조 작업자, 총 5명"
"안전보건교육 기록","교육대상","2","신규 투입자, 외국인 근로자, 작업변경자는 이해 여부를 별도 확인합니다."
"안전보건교육 기록","교육내용","- 오늘 작업 개요","대구 달서구 창고업 고중량 박스 적재 및 수작업 운반. 작업자 5명, 숙련자 중심, 오늘 날씨를 반영해 위험성평가와 TBM, 안전보건교육 기록을 만들어줘."
"안전보건교육 기록","교육내용","- 작업 조건","폭염주의 수준, 온열질환과 근골격계 부담 관리 필요"
"안전보건교육 기록","교육내용","- 핵심 위험요인","고온 창고 내 장시간 운반으로 인한 온열질환, 고중량 박스 반복 취급으로 인한 허리·어깨 부담, 지게차 보조 이동 중 보행자 충돌"
"안전보건교육 기록","교육내용","- 즉시 조치","작업 전 물·그늘·휴식 기준과 이상 증상 보고 절차 공유, 2인 1조 운반과 이동대차 사용, 허리 비틀림 작업 금지, 지게차 이동구간 접근금지와 신호수 위치 확인"
"안전보건교육 기록","보호구 및 작업방법 강조사항","1","어지러움·두통·구토감 발생 시 즉시 작업중지 후 그늘 휴식"
"안전보건교육 기록","보호구 및 작업방법 강조사항","2","무리한 단독 운반 금지, 이동대차와 2인 1조 원칙 준수"
"안전보건교육 기록","보호구 및 작업방법 강조사항","3","지게차 이동 시 작업반경 밖에서 신호수 지시를 대기"
"안전보건교육 기록","확인방법","1","신규 투입자 포함 전원이 작업중지 기준을 구두 복창"
"안전보건교육 기록","확인방법","2","보호구 착용 상태를 상호 점검 후 서명 예정"
"안전보건교육 기록","확인방법","3","작업일지, 모바일 앱, 사진, 영상 등 현장 기록 수단에 교육 실시 사실을 남김"
"안전보건교육 기록","TBM 기록 연계","1","위험성평가 결과를 반영한 TBM 기록은 정기교육 증빙으로 활용 가능 여부를 검토합니다."
"안전보건교육 기록","TBM 기록 연계","2","본 기록은 법정 제출 서식을 대체하는 문서가 아니라 현장 기록 보조용 초안입니다."
"안전보건교육 기록","후속 교육 추천","1","고용24 사업주훈련 또는 외국인 근로자 관련 교육은 현장 대상과 교육명이 맞는 경우에만 후속 후보로 연결합니다."
"안전보건교육 기록","공식 교육기록 기준 보강","1","교육대상, 교육내용, 확인방법, 후속 교육 추천을 분리해 기록합니다."
"안전보건교육 기록","공식 교육기록 기준 보강","2","TBM 기록은 위험성평가 결과를 반영한 경우 정기교육 증빙 활용 가능 여부를 검토할 수 있습니다."
"안전보건교육 기록","공식 교육기록 기준 보강","3","본 문서는 법정 제출서식 대체가 아니라 현장 기록 보조용 초안입니다."
"안전보건교육 기록","공식 교육기록 기준 보강","- 반영 근거","KOSHA 위험성평가 사업안내 / KOSHA 위험성평가 교육자료 / KOSHA 작업 전 안전점검회의(TBM) OPS"
"안전보건교육 기록","법령·해석례 반영: 안전교육 기록","- 반영 원칙","교육내용, 이해도 확인, 보호구·작업방법 반복 교육의 근거 초안으로 연결합니다."
"안전보건교육 기록","법령·해석례 반영: 안전교육 기록","1","1. 산업안전보건법 (Law.go 법령)"
"안전보건교육 기록","법령·해석례 반영: 안전교육 기록","연결 이유","고용노동부 · 법률 · 공포 20251001"
"안전보건교육 기록","법령·해석례 반영: 안전교육 기록","2","2. 산업안전보건법 시행규칙 (Law.go 법령)"
"안전보건교육 기록","법령·해석례 반영: 안전교육 기록","연결 이유","고용노동부 · 고용노동부령 · 공포 20250530"
"안전보건교육 기록","법령·해석례 반영: 안전교육 기록","3","3. 산업안전보건법 시행령 (Law.go 법령)"
"안전보건교육 기록","법령·해석례 반영: 안전교육 기록","연결 이유","고용노동부 · 대통령령 · 공포 20260324"
"안전보건교육 기록","법령·해석례 반영: 안전교육 기록","4","4. 경상남도 남해군 - 공공행정에서 비현업업무에 종사하는 사람이 산업안전보건위원회의 근로자위원이 될 수 있는지(「산업안전보건법 시행령」 별표 1 제4호가목 등 관련) (Law.go 해석례)"
"안전보건교육 기록","법령·해석례 반영: 안전교육 기록","연결 이유","법제처 · 경상남도 남해군 · 회신 2026.04.22"
"안전보건교육 기록","법령·해석례 반영: 안전교육 기록","5","판례는 최종 법률판단이 아니라 관리감독·교육·보호구 이행 여부를 점검하는 보조 근거로만 사용합니다."
"안전보건교육 기록","법령·해석례 반영: 안전교육 기록","보조 1. 건축물관리법위반·업무상과실치사·업무상과실치상·산업안전보건법위반[도급인이 산업안전보건법 제63조에 따라 부담하는 안전·보건조치의무의 내용이 문제된 사건]","대법원 · 2025도4428 · 선고 2025.08.14"
"안전보건교육 기록","법령·해석례 반영: 안전교육 기록","보조 2. 산업안전보건법위반·중대재해처벌등에관한법률위반(산업재해치사)[중대재해 처벌 등에 관한 법률 부칙 제1조 제1항 단서의 ‘상시 근로자가 50명 미만인 사업 또는 사업장’의 해석이 문제된 사건]","대법원 · 2025도15060 · 선고 2026.01.29"
"안전보건교육 기록","중대재해 예방 관리체계 점검","- 내부 참고자료 반영","중대재해처벌법 실무서 파싱 요약을 바탕으로 유해·위험요인 확인, 개선조치, 교육, 작업중지, 도급관리 축을 점검합니다."
"안전보건교육 기록","중대재해 예방 관리체계 점검","- 주의","해당 참고자료는 공식 법령 원문을 대체하지 않으며, 최종 근거는 법제처 법령정보와 공식 자료로 재확인합니다."
"안전보건교육 기록","중대재해 예방 관리체계 점검","- 안전교육 연결","신규 투입자, 외국인 근로자, 협력업체 작업자는 이해 여부 확인과 서명·사진·모바일 기록을 남깁니다."
"안전보건교육 기록","중대재해 예방 관리체계 점검","- 교육 후 확인","위험요인, 작업중지 기준, 보호구·작업방법을 작업자에게 다시 말하게 해 이해도를 확인합니다."
"안전보건교육 기록","추천 후속 교육","1","(정비사업회사)제철현장 고위험작업관리 및 안전공감실천워크숍_8hr_광양 / (주)포스코인재창조원(포항) / 2026-04-29~2026-04-29"
"안전보건교육 기록","추천 후속 교육","2","(정비사업회사)제철현장 고위험작업관리 및 안전공감실천워크숍_8hr_광양 / (주)포스코인재창조원(포항) / 2026-04-30~2026-04-30"
"안전보건교육 기록","추천 후속 교육","3","[스킬업] 건설안전기사 필기 1편 (개정) / 러닝팩토리 원격평생교육원 / 2026-05-01~2026-05-31"
"안전보건교육 기록","KOSHA 교육포털 연계","1","안전보건 기본교육(근로자/공통업종)(집체교육) / 울산지역본부 / 안전보건 기본교육 / 현장 적합"
"안전보건교육 기록","KOSHA 교육포털 연계","2","외국인노동자 안전서포트(입국 후 취업교육)(근로자/공통업종)(집체교육) / 대전세종광역본부 / 안전보건 기본교육 / 현장 적합"
"안전보건교육 기록","KOSHA 교육포털 연계","3","외국인노동자 안전서포트(취업 중 강화교육/근로자)(근로자/공통업종)(집체교육) / 광주광역본부 / 안전보건 기본교육 / 현장 적합"
"안전보건교육 기록","교육 적합성 확인","- (정비사업회사)제철현장 고위험작업관리 및 안전공감실천워크숍_8hr_광양","현장 적합 - 교육명에 안전·위험관리 주제가 포함되어 사업주 후속 교육 후보로 사용할 수 있습니다."
"안전보건교육 기록","교육 적합성 확인","- (정비사업회사)제철현장 고위험작업관리 및 안전공감실천워크숍_8hr_광양","현장 적합 - 교육명에 안전·위험관리 주제가 포함되어 사업주 후속 교육 후보로 사용할 수 있습니다."
"안전보건교육 기록","공식 교육자료 반영","- KOSHA 위험성평가 사업안내","위험성평가를 유해·위험요인 파악, 위험성 결정, 감소대책 수립·실행, 공유·기록 흐름으로 정리하는 공식 안내입니다."
"안전보건교육 기록","공식 교육자료 반영","- KOSHA 위험성평가 교육자료","위험성평가 작성과 작업자 공유 교육에 활용할 수 있는 KOSHA 교육자료입니다."
"안전보건교육 기록","유사 재해사례 기반 예방 포인트","1","엘리베이터 수리 작업 중 끼임 / 서비스업 / 엘리베이터 수리 작업 중 끼임"
"안전보건교육 기록","유사 재해사례 기반 예방 포인트","- 사례 요약","2025. 11. 25. (화) 16:30경 경북 영덕군 소재 OOOO 건물 내 화물용 엘리베이터에서 재해자가 수리 작업 중, 불시에 내려오는 운반구와 승강로 * 벽체 사이에 끼임"
"안전보건교육 기록","유사 재해사례 기반 예방 포인트","- 예방 포인트","작업 전 위험요인 공유, 보호구 착용, 작업중지 기준 확인을 예방 포인트로 적용합니다."
"안전보건교육 기록","유사 재해사례 기반 예방 포인트","- 매핑 이유","현재 입력의 운반 키워드와 유사 재해사례를 연결했습니다. 첨부파일(엘리베이터 수리 작업 중 끼임.pdf)을 근거 링크로 연결했습니다."
"안전보건교육 기록","유사 재해사례 기반 예방 포인트","2","승강기 검사 중 추락 / 서비스업 / 승강기 검사 중 추락"
"안전보건교육 기록","유사 재해사례 기반 예방 포인트","- 사례 요약","2025. 02. 14.(월) 13:30경 수원시 소재 OOOO 아파트에서 승강기 검사원이 승강기 이상 상황을 확인(추정)하던 중 지하 1층 피트로 추락함"
"안전보건교육 기록","유사 재해사례 기반 예방 포인트","- 예방 포인트","작업 전 위험요인 공유, 보호구 착용, 작업중지 기준 확인을 예방 포인트로 적용합니다."
"안전보건교육 기록","유사 재해사례 기반 예방 포인트","- 매핑 이유","현재 작업과 같은 산업안전 핵심 위험을 예방 포인트로 연결했습니다. 첨부파일(승강기 검사 중 추락.pdf)을 근거 링크로 연결했습니다."
"안전보건교육 기록","유사 재해사례 기반 예방 포인트","3","쓰레기 수거 작업 중 끼임 / 서비스업 / 쓰레기 수거 작업 중 끼임"
"안전보건교육 기록","유사 재해사례 기반 예방 포인트","- 사례 요약","‘2025. 09. 00.(목) 03:20경 서울시 소재 OOOO에서 종량제 쓰레기 수거작업 중인 청소차가 후진하던 중, 청소차 후면의 작업 보조대 위에 올라타있던 작업자가 청소차와 전봇대 사이에 끼임"
"안전보건교육 기록","유사 재해사례 기반 예방 포인트","- 예방 포인트","작업 전 위험요인 공유, 보호구 착용, 작업중지 기준 확인을 예방 포인트로 적용합니다."
"안전보건교육 기록","유사 재해사례 기반 예방 포인트","- 매핑 이유","현재 입력의 작업자 키워드와 유사 재해사례를 연결했습니다. 첨부파일(쓰레기 수거 작업 중 끼임.pdf)을 근거 링크로 연결했습니다."
"비상대응 절차","기본정보","1","비상대응 절차(초안)"
"비상대응 절차","기본정보","2","중대재해·산업재해 발생 대비 현장 초기대응 기록"
"비상대응 절차","기본정보","현장명","대구 달서구 물류창고"
"비상대응 절차","기본정보","작업명","고중량 박스 적재 및 수작업 운반"
"비상대응 절차","기본정보","적용대상","현장소장, 관리감독자, 작업반장, 작업자, 협력업체"
"비상대응 절차","1. 사고 징후 및 즉시 중지","- 핵심 위험","폭염 환경에서 고중량 박스 운반이 반복되어 온열질환과 근골격계 부담이 커질 수 있음"
"비상대응 절차","1. 사고 징후 및 즉시 중지","1","사고 징후, 아차사고, 위험 발견 시 작업자는 즉시 작업을 중지하고 작업반장에게 보고합니다."
"비상대응 절차","1. 사고 징후 및 즉시 중지","2","추가 피해 가능성이 있으면 위험구역 접근을 통제하고 전원을 안전한 장소로 이동시킵니다."
"비상대응 절차","2. 초기조치","1","부상자 구조와 응급조치를 우선하되, 구조자 2차 사고 위험을 먼저 확인합니다."
"비상대응 절차","2. 초기조치","2","전기, 화기, 장비, 차량 등 추가 위험원을 정지 또는 격리합니다."
"비상대응 절차","2. 초기조치","3","필요한 경우 119, 원청/발주자, 안전관리자에게 즉시 연락합니다."
"비상대응 절차","3. 보고체계","1","최초 발견자 → 작업반장 → 관리감독자 → 현장소장 → 발주자/원청 안전 담당 순으로 보고합니다."
"비상대응 절차","3. 보고체계","2","보고 내용은 사고시간, 장소, 작업내용, 피해상황, 초기조치, 추가 위험 여부를 포함합니다."
"비상대응 절차","4. 현장보존 및 재발방지","1","인명구조와 추가 피해 방지를 제외하고 현장을 임의 변경하지 않습니다."
"비상대응 절차","4. 현장보존 및 재발방지","2","사진/영상, TBM 기록, 위험성평가표, 교육 기록을 함께 보관합니다."
"비상대응 절차","4. 현장보존 및 재발방지","3","재개 전 위험성평가를 다시 수행하고 감소대책 이행 여부를 확인합니다."
"비상대응 절차","중대재해 예방 관리체계 점검","- 내부 참고자료 반영","중대재해처벌법 실무서 파싱 요약을 바탕으로 유해·위험요인 확인, 개선조치, 교육, 작업중지, 도급관리 축을 점검합니다."
"비상대응 절차","중대재해 예방 관리체계 점검","- 주의","해당 참고자료는 공식 법령 원문을 대체하지 않으며, 최종 근거는 법제처 법령정보와 공식 자료로 재확인합니다."
"비상대응 절차","중대재해 예방 관리체계 점검","- 안전교육 연결","신규 투입자, 외국인 근로자, 협력업체 작업자는 이해 여부 확인과 서명·사진·모바일 기록을 남깁니다."
"비상대응 절차","중대재해 예방 관리체계 점검","- 교육 후 확인","위험요인, 작업중지 기준, 보호구·작업방법을 작업자에게 다시 말하게 해 이해도를 확인합니다."
"비상대응 절차","유사 재해사례 기반 예방 포인트","1","엘리베이터 수리 작업 중 끼임 / 서비스업 / 엘리베이터 수리 작업 중 끼임"
"비상대응 절차","유사 재해사례 기반 예방 포인트","- 사례 요약","2025. 11. 25. (화) 16:30경 경북 영덕군 소재 OOOO 건물 내 화물용 엘리베이터에서 재해자가 수리 작업 중, 불시에 내려오는 운반구와 승강로 * 벽체 사이에 끼임"
"비상대응 절차","유사 재해사례 기반 예방 포인트","- 예방 포인트","작업 전 위험요인 공유, 보호구 착용, 작업중지 기준 확인을 예방 포인트로 적용합니다."
"비상대응 절차","유사 재해사례 기반 예방 포인트","- 매핑 이유","현재 입력의 운반 키워드와 유사 재해사례를 연결했습니다. 첨부파일(엘리베이터 수리 작업 중 끼임.pdf)을 근거 링크로 연결했습니다."
"비상대응 절차","유사 재해사례 기반 예방 포인트","2","승강기 검사 중 추락 / 서비스업 / 승강기 검사 중 추락"
"비상대응 절차","유사 재해사례 기반 예방 포인트","- 사례 요약","2025. 02. 14.(월) 13:30경 수원시 소재 OOOO 아파트에서 승강기 검사원이 승강기 이상 상황을 확인(추정)하던 중 지하 1층 피트로 추락함"
"비상대응 절차","유사 재해사례 기반 예방 포인트","- 예방 포인트","작업 전 위험요인 공유, 보호구 착용, 작업중지 기준 확인을 예방 포인트로 적용합니다."
"비상대응 절차","유사 재해사례 기반 예방 포인트","- 매핑 이유","현재 작업과 같은 산업안전 핵심 위험을 예방 포인트로 연결했습니다. 첨부파일(승강기 검사 중 추락.pdf)을 근거 링크로 연결했습니다."
"비상대응 절차","유사 재해사례 기반 예방 포인트","3","쓰레기 수거 작업 중 끼임 / 서비스업 / 쓰레기 수거 작업 중 끼임"
"비상대응 절차","유사 재해사례 기반 예방 포인트","- 사례 요약","‘2025. 09. 00.(목) 03:20경 서울시 소재 OOOO에서 종량제 쓰레기 수거작업 중인 청소차가 후진하던 중, 청소차 후면의 작업 보조대 위에 올라타있던 작업자가 청소차와 전봇대 사이에 끼임"
"비상대응 절차","유사 재해사례 기반 예방 포인트","- 예방 포인트","작업 전 위험요인 공유, 보호구 착용, 작업중지 기준 확인을 예방 포인트로 적용합니다."
"비상대응 절차","유사 재해사례 기반 예방 포인트","- 매핑 이유","현재 입력의 작업자 키워드와 유사 재해사례를 연결했습니다. 첨부파일(쓰레기 수거 작업 중 끼임.pdf)을 근거 링크로 연결했습니다."
"사진/증빙","기본정보","1","사진/증빙 기록(초안)"
"사진/증빙","기본정보","2","현장 점검 및 제출 대응용 첨부 슬롯"
"사진/증빙","기본정보","현장명","대구 달서구 물류창고"
"사진/증빙","기본정보","작업명","고중량 박스 적재 및 수작업 운반"
"사진/증빙","1. 작업 전 사진","1","작업구역 전경:"
"사진/증빙","1. 작업 전 사진","2","보호구 착용 상태:"
"사진/증빙","1. 작업 전 사진","3","장비/도구 점검 상태:"
"사진/증빙","1. 작업 전 사진","4","위험구역 출입통제 상태:"
"사진/증빙","2. 조치 전·후 사진","- 위험요인 1","고온 창고 내 장시간 운반으로 인한 온열질환"
"사진/증빙","2. 조치 전·후 사진","- 조치내용","작업 전 물·그늘·휴식 기준과 이상 증상 보고 절차 공유"
"사진/증빙","2. 조치 전·후 사진","- 위험요인 2","고중량 박스 반복 취급으로 인한 허리·어깨 부담"
"사진/증빙","2. 조치 전·후 사진","- 조치내용","2인 1조 운반과 이동대차 사용, 허리 비틀림 작업 금지"
"사진/증빙","3. TBM 및 교육 증빙","1","TBM 실시 사진 또는 모바일 기록:"
"사진/증빙","3. TBM 및 교육 증빙","2","참석자 확인 또는 서명:"
"사진/증빙","3. TBM 및 교육 증빙","3","신규/외국인 근로자 이해도 확인:"
"사진/증빙","4. 확인자","1","촬영자:"
"사진/증빙","4. 확인자","2","확인자:"
"사진/증빙","4. 확인자","- 보관 위치","작업일지, 모바일 앱, 문서팩 첨부자료"
"사진/증빙","확인 근거 첨부","- 법령·해석례·판례","산업안전보건법 / 산업안전보건법 시행규칙 / 산업안전보건법 시행령"
"사진/증빙","확인 근거 첨부","- KOSHA 자료","KOSHA 위험성평가 사업안내 / KOSHA 위험성평가 교육자료"
"사진/증빙","확인 근거 첨부","- 유사 재해사례","엘리베이터 수리 작업 중 끼임 / 승강기 검사 중 추락"
"외국인 근로자 출력본","기본정보","1","외국인 근로자용 쉬운 한국어 브리핑"
"외국인 근로자 출력본","기본정보","현장","대구 달서구 물류창고"
"외국인 근로자 출력본","기본정보","오늘 작업","대구 달서구 창고업 고중량 박스 적재 및 수작업 운반. 작업자 5명, 숙련자 중심, 오늘 날씨를 반영해 위험성평가와 TBM, 안전보건교육 기록을 만들어줘."
"외국인 근로자 출력본","기본정보","가장 큰 위험","폭염 환경에서 고중량 박스 운반이 반복되어 온열질환과 근골격계 부담이 커질 수 있음"
"외국인 근로자 출력본","작업 전 꼭 확인","1","작업 전 물·그늘·휴식 기준과 이상 증상 보고 절차 공유"
"외국인 근로자 출력본","작업 전 꼭 확인","2","2인 1조 운반과 이동대차 사용, 허리 비틀림 작업 금지"
"외국인 근로자 출력본","작업 전 꼭 확인","3","지게차 이동구간 접근금지와 신호수 위치 확인"
"외국인 근로자 출력본","쉬운 문장","1","위험하면 멈춥니다."
"외국인 근로자 출력본","쉬운 문장","2","혼자 판단하지 말고 바로 말합니다."
"외국인 근로자 출력본","쉬운 문장","3","보호구를 착용하고 작업구역 밖으로 함부로 들어가지 않습니다."
"외국인 근로자 출력본","베트남어 / Tiếng Việt","1","국내 체류외국인과 제조·건설 현장 근로자 커뮤니케이션에서 우선도가 높은 언어"
"외국인 근로자 출력본","베트남어 / Tiếng Việt","- Công việc hôm nay","Xếp và vận chuyển thùng nặng"
"외국인 근로자 출력본","베트남어 / Tiếng Việt","- Nguy cơ chính của công việc này","đường xe nâng giao với lối đi bộ, heat illness, heavy-load handling"
"외국인 근로자 출력본","베트남어 / Tiếng Việt","- Trước khi bắt đầu","Tách đường xe nâng và lối đi bộ trước khi bắt đầu."
"외국인 근로자 출력본","베트남어 / Tiếng Việt","2","2인 1조 운반과 이동대차 사용, 허리 비틀림 작업 금지"
"외국인 근로자 출력본","베트남어 / Tiếng Việt","3","지게차 이동구간 접근금지와 신호수 위치 확인"
"외국인 근로자 출력본","베트남어 / Tiếng Việt","4","Nếu chưa hiểu, hãy dừng lại và yêu cầu quản lý giải thích lại."
"외국인 근로자 출력본","중국어 / 中文","1","중국 국적 및 중국어권 작업자 안내에 필요한 기본 언어"
"외국인 근로자 출력본","중국어 / 中文","- 今天的作业","重物堆放和人工搬运"
"외국인 근로자 출력본","중국어 / 中文","- 本作业的主要危险","叉车路线与人员通道交叉, heat illness, heavy-load handling"
"외국인 근로자 출력본","중국어 / 中文","- 开始前","作业前分离叉车路线和人员通道。"
"외국인 근로자 출력본","중국어 / 中文","2","2인 1조 운반과 이동대차 사용, 허리 비틀림 작업 금지"
"외국인 근로자 출력본","중국어 / 中文","3","지게차 이동구간 접근금지와 신호수 위치 확인"
"외국인 근로자 출력본","중국어 / 中文","4","如果没有理解，请停止作业并请现场负责人再次说明。"
"외국인 근로자 출력본","태국어 / ภาษาไทย","1","고용허가제 및 현장 근로자 커뮤니케이션에서 반복적으로 필요한 언어"
"외국인 근로자 출력본","태국어 / ภาษาไทย","- Today's work","Heavy box stacking and manual handling"
"외국인 근로자 출력본","태국어 / ภาษาไทย","- Main hazards for this job","forklift route conflict, heat illness, heavy-load handling"
"외국인 근로자 출력본","태국어 / ภาษาไทย","- Before starting","Separate the forklift route from worker walking paths before work starts."
"외국인 근로자 출력본","태국어 / ภาษาไทย","2","Take water and rest breaks, and report dizziness immediately."
"외국인 근로자 출력본","태국어 / ภาษาไทย","3","Use carts or team lifting and stop if back or shoulder pain occurs."
"외국인 근로자 출력본","태국어 / ภาษาไทย","4","If you do not understand, stop and ask the supervisor to explain again."
"외국인 근로자 출력본","우즈베크어 / O'zbekcha","1","우즈베키스탄 출신 근로자와 중앙아시아권 작업자 안내에 유용한 언어"
"외국인 근로자 출력본","우즈베크어 / O'zbekcha","- Today's work","Heavy box stacking and manual handling"
"외국인 근로자 출력본","우즈베크어 / O'zbekcha","- Main hazards for this job","forklift route conflict, heat illness, heavy-load handling"
"외국인 근로자 출력본","우즈베크어 / O'zbekcha","- Before starting","Separate the forklift route from worker walking paths before work starts."
"외국인 근로자 출력본","우즈베크어 / O'zbekcha","2","Take water and rest breaks, and report dizziness immediately."
"외국인 근로자 출력본","우즈베크어 / O'zbekcha","3","Use carts or team lifting and stop if back or shoulder pain occurs."
"외국인 근로자 출력본","우즈베크어 / O'zbekcha","4","If you do not understand, stop and ask the supervisor to explain again."
"외국인 근로자 출력본","몽골어 / Монгол хэл","1","몽골 국적 체류자와 건설·서비스 현장 신규 투입자 안내에 필요한 언어"
"외국인 근로자 출력본","몽골어 / Монгол хэл","- Өнөөдрийн ажил","Хүнд хайрцаг өрөх, гараар зөөх ажил"
"외국인 근로자 출력본","몽골어 / Монгол хэл","- Энэ ажлын гол аюул","сэрээт ачигч ба явган хүний зам огтлолцох, heat illness, heavy-load handling"
"외국인 근로자 출력본","몽골어 / Монгол хэл","- Ажил эхлэхийн өмнө","Ажил эхлэхээс өмнө ачигчийн зам ба явган хүний замыг тусгаарлана."
"외국인 근로자 출력본","몽골어 / Монгол хэл","2","2인 1조 운반과 이동대차 사용, 허리 비틀림 작업 금지"
"외국인 근로자 출력본","몽골어 / Монгол хэл","3","지게차 이동구간 접근금지와 신호수 위치 확인"
"외국인 근로자 출력본","몽골어 / Монгол хэл","4","Ойлгоогүй бол ажлаа зогсоож, ахлагчаас дахин тайлбар хүсээрэй."
"외국인 근로자 출력본","사용 전 확인","1","자동 번역 또는 기본 문구는 현장 통역자, 관리자, 해당 언어 가능자 확인 후 사용합니다."
"외국인 근로자 출력본","사용 전 확인","2","작업방법, 작업중지 기준, 보호구 명칭은 현장 실물과 함께 다시 확인합니다."
"외국인 근로자 전송본","기본정보","1","[SafeGuard 외국인 근로자 안전공지] 대성창고"
"외국인 근로자 전송본","기본정보","현장","대구 달서구 물류창고"
"외국인 근로자 전송본","기본정보","핵심 위험","폭염 환경에서 고중량 박스 운반이 반복되어 온열질환과 근골격계 부담이 커질 수 있음"
"외국인 근로자 전송본","기본정보","2","쉬운 한국어:"
"외국인 근로자 전송본","기본정보","3","위험하면 작업을 멈추고 바로 관리자에게 말하세요."
"외국인 근로자 전송본","기본정보","4","보호구를 착용하고, 지시를 이해한 뒤 작업을 시작하세요."
"외국인 근로자 전송본","기본정보","5","[SafeGuard 베트남어 안전공지] 대성창고"
"외국인 근로자 전송본","기본정보","현장","대구 달서구 물류창고"
"외국인 근로자 전송본","기본정보","작업","대구 달서구 창고업 고중량 박스 적재 및 수작업 운반. 작업자 5명, 숙련자 중심, 오늘 날씨를 반영해 위험성평가와 TBM, 안전보건교육 기록을 만들어줘."
"외국인 근로자 전송본","기본정보","핵심 위험","폭염 환경에서 고중량 박스 운반이 반복되어 온열질환과 근골격계 부담이 커질 수 있음"
"외국인 근로자 전송본","기본정보","6","베트남어(Tiếng Việt)"
"외국인 근로자 전송본","기본정보","- Công việc hôm nay","Xếp và vận chuyển thùng nặng"
"외국인 근로자 전송본","기본정보","- Nguy cơ chính của công việc này","đường xe nâng giao với lối đi bộ, heat illness, heavy-load handling"
"외국인 근로자 전송본","기본정보","- Trước khi bắt đầu","Tách đường xe nâng và lối đi bộ trước khi bắt đầu."
"외국인 근로자 전송본","기본정보","7","2인 1조 운반과 이동대차 사용, 허리 비틀림 작업 금지"
"외국인 근로자 전송본","기본정보","8","지게차 이동구간 접근금지와 신호수 위치 확인"
"외국인 근로자 전송본","기본정보","9","Nếu chưa hiểu, hãy dừng lại và yêu cầu quản lý giải thích lại."
"외국인 근로자 전송본","기본정보","Quản lý xác nhận","kiểm tra lại nội dung này với phiên dịch hoặc người biết ngôn ngữ này."
"외국인 근로자 전송본","기본정보","10","[SafeGuard 중국어 안전공지] 대성창고"
"외국인 근로자 전송본","기본정보","현장","대구 달서구 물류창고"
"외국인 근로자 전송본","기본정보","작업","대구 달서구 창고업 고중량 박스 적재 및 수작업 운반. 작업자 5명, 숙련자 중심, 오늘 날씨를 반영해 위험성평가와 TBM, 안전보건교육 기록을 만들어줘."
"외국인 근로자 전송본","기본정보","핵심 위험","폭염 환경에서 고중량 박스 운반이 반복되어 온열질환과 근골격계 부담이 커질 수 있음"
"외국인 근로자 전송본","기본정보","11","중국어(中文)"
"외국인 근로자 전송본","기본정보","- 今天的作业","重物堆放和人工搬运"
"외국인 근로자 전송본","기본정보","- 本作业的主要危险","叉车路线与人员通道交叉, heat illness, heavy-load handling"
"외국인 근로자 전송본","기본정보","- 开始前","作业前分离叉车路线和人员通道。"
"외국인 근로자 전송본","기본정보","12","2인 1조 운반과 이동대차 사용, 허리 비틀림 작업 금지"
"외국인 근로자 전송본","기본정보","13","지게차 이동구간 접근금지와 신호수 위치 확인"
"외국인 근로자 전송본","기본정보","14","如果没有理解，请停止作业并请现场负责人再次说明。"
"외국인 근로자 전송본","기본정보","管理人员确认","请由翻译或懂该语言的人员确认后再发送。"
"외국인 근로자 전송본","기본정보","15","[SafeGuard 태국어 안전공지] 대성창고"
"외국인 근로자 전송본","기본정보","현장","대구 달서구 물류창고"
"외국인 근로자 전송본","기본정보","작업","대구 달서구 창고업 고중량 박스 적재 및 수작업 운반. 작업자 5명, 숙련자 중심, 오늘 날씨를 반영해 위험성평가와 TBM, 안전보건교육 기록을 만들어줘."
"외국인 근로자 전송본","기본정보","핵심 위험","폭염 환경에서 고중량 박스 운반이 반복되어 온열질환과 근골격계 부담이 커질 수 있음"
"외국인 근로자 전송본","기본정보","16","태국어(ภาษาไทย)"
"외국인 근로자 전송본","기본정보","- Today's work","Heavy box stacking and manual handling"
"외국인 근로자 전송본","기본정보","- Main hazards for this job","forklift route conflict, heat illness, heavy-load handling"
"외국인 근로자 전송본","기본정보","- Before starting","Separate the forklift route from worker walking paths before work starts."
"외국인 근로자 전송본","기본정보","17","Take water and rest breaks, and report dizziness immediately."
"외국인 근로자 전송본","기본정보","18","Use carts or team lifting and stop if back or shoulder pain occurs."
"외국인 근로자 전송본","기본정보","19","If you do not understand, stop and ask the supervisor to explain again."
"외국인 근로자 전송본","기본정보","Supervisor check","confirm this message with an interpreter or a worker who can read this language."
"외국인 근로자 전송본","기본정보","20","[SafeGuard 우즈베크어 안전공지] 대성창고"
"외국인 근로자 전송본","기본정보","현장","대구 달서구 물류창고"
"외국인 근로자 전송본","기본정보","작업","대구 달서구 창고업 고중량 박스 적재 및 수작업 운반. 작업자 5명, 숙련자 중심, 오늘 날씨를 반영해 위험성평가와 TBM, 안전보건교육 기록을 만들어줘."
