문서,섹션,항목,내용
"비상대응 절차","3. 보고체계","1","최초 발견자 → 작업반장 → 관리감독자 → 현장소장 → 발주자/원청 안전 담당 순으로 보고합니다."
"비상대응 절차","3. 보고체계","2","보고 내용은 사고시간, 장소, 작업내용, 피해상황, 초기조치, 추가 위험 여부를 포함합니다."
"비상대응 절차","4. 현장보존 및 재발방지","1","인명구조와 추가 피해 방지를 제외하고 현장을 임의 변경하지 않습니다."
"비상대응 절차","4. 현장보존 및 재발방지","2","사진/영상, TBM 기록, 위험성평가표, 교육 기록을 함께 보관합니다."
"비상대응 절차","4. 현장보존 및 재발방지","3","재개 전 위험성평가를 다시 수행하고 감소대책 이행 여부를 확인합니다."
"사진/증빙","기본정보","1","사진/증빙 기록(초안)"
"사진/증빙","기본정보","2","현장 점검 및 제출 대응용 첨부 슬롯"
"사진/증빙","기본정보","업체명","세이프건설"
"사진/증빙","기본정보","현장명","서울 성수동 근린생활시설 현장"
"사진/증빙","기본정보","작업명","외벽 도장 작업"
"사진/증빙","기본정보","촬영 확인조건","오후 강풍 예보, 작업중지 기준 공유 필요"
"사진/증빙","기본정보","특수 대상/조건","신규 투입자 1명 포함 — 작업중지 기준과 보호구 착용을 별도 복창 확인 / 강풍 조건 — 작업중지 기준과 대피 위치를 작업 전 공유"
"사진/증빙","1. 작업 전 사진","1","작업구역 전경:"
"사진/증빙","1. 작업 전 사진","2","보호구 착용 상태:"
"사진/증빙","1. 작업 전 사진","3","장비/도구 점검 상태:"
"사진/증빙","1. 작업 전 사진","4","위험구역 출입통제 상태:"
"사진/증빙","2. 조치 전·후 사진","- 위험요인 1","이동식 비계 승·하강 및 작업발판 이동 중 추락"
"사진/증빙","2. 조치 전·후 사진","- 조치 전 사진","위험구역 상태, 방호조치 전 상태, 접근통제 전 상태"
"사진/증빙","2. 조치 전·후 사진","- 조치내용","작업 전 비계 고정핀, 바퀴 잠금, 작업발판 상태 점검"
"사진/증빙","2. 조치 전·후 사진","- 조치 후 사진","개선조치 완료 상태, 표지·차단·보호구 확인 상태"
"사진/증빙","2. 조치 전·후 사진","- 위험요인 2","강풍 시 비계 전도와 공구·자재 낙하"
"사진/증빙","2. 조치 전·후 사진","- 조치 전 사진","장비·동선·작업환경의 미조치 상태"
"사진/증빙","2. 조치 전·후 사진","- 조치내용","풍속 상승 또는 돌풍 체감 시 즉시 작업중지 후 지상 대기"
"사진/증빙","2. 조치 전·후 사진","- 조치 후 사진","작업반장 또는 관리감독자 확인 후 상태"
"사진/증빙","3. TBM 및 교육 증빙","1","TBM 실시 사진 또는 모바일 기록:"
"사진/증빙","3. TBM 및 교육 증빙","2","참석자 확인 또는 서명:"
"사진/증빙","3. TBM 및 교육 증빙","3","신규/외국인 근로자 이해도 확인:"
"사진/증빙","4. 확인자","1","촬영자:"
"사진/증빙","4. 확인자","2","확인자:"
"사진/증빙","4. 확인자","- 보관 위치","작업일지, 모바일 앱, 문서팩 첨부자료"
"사진/증빙","사진·개선사항 반영","- 공유 전 보완","SIF 유사사례"
"사진/증빙","사진·개선사항 반영","- 공유 전 보완","위험성평가표 근거"
"사진/증빙","사진·개선사항 반영","- 공유 전 보완","TBM 브리핑 근거"
"외국인 근로자 출력본","기본정보","1","외국인 근로자용 쉬운 한국어 브리핑"
"외국인 근로자 출력본","기본정보","현장","서울 성수동 근린생활시설 현장"
"외국인 근로자 출력본","기본정보","오늘 작업","세이프건설 서울 성수동 근린생활시설 외벽 도장 작업"
"외국인 근로자 출력본","기본정보","작업조건","오후 강풍 예보, 작업중지 기준 공유 필요"
"외국인 근로자 출력본","기본정보","가장 큰 위험","강풍 상황에서 이동식 비계가 흔들리며 작업자가 추락하거나 비계가 전도될 위험"
"외국인 근로자 출력본","작업 전 꼭 확인","1","작업 전 비계 고정핀, 바퀴 잠금, 작업발판 상태 점검"
"외국인 근로자 출력본","작업 전 꼭 확인","2","풍속 상승 또는 돌풍 체감 시 즉시 작업중지 후 지상 대기"
"외국인 근로자 출력본","작업 전 꼭 확인","3","작업반장 주도로 보호구 착용과 작업구간 출입통제를 확인"
"외국인 근로자 출력본","쉬운 문장","1","위험하면 멈춥니다."
"외국인 근로자 출력본","쉬운 문장","2","혼자 판단하지 말고 바로 말합니다."
"외국인 근로자 출력본","쉬운 문장","3","보호구를 착용하고 작업구역 밖으로 함부로 들어가지 않습니다."
"외국인 근로자 출력본","쉬운 문장","4","⚠️ 🧪 💧 같은 그림 표시를 먼저 보고, 이해하지 못하면 작업을 시작하지 않습니다."
"외국인 근로자 출력본","베트남어 / Tiếng Việt","1","국내 체류외국인과 제조·건설 현장 근로자 커뮤니케이션에서 우선도가 높은 언어"
"외국인 근로자 출력본","베트남어 / Tiếng Việt","- Công việc hôm nay","Sơn tường ngoài bằng giàn giáo di động"
"외국인 근로자 출력본","베트남어 / Tiếng Việt","- Nguy cơ chính của công việc này","nguy cơ rơi ngã, giàn giáo di động rung hoặc lật, gió mạnh, đường xe nâng giao với lối đi bộ"
"외국인 근로자 출력본","베트남어 / Tiếng Việt","- ⚠️ Dấu hiệu nguy hiểm","⚠️ 🧱 🌬️ 🚧. Nếu thấy các dấu hiệu này, hãy dừng lại và hỏi quản lý."
"외국인 근로자 출력본","베트남어 / Tiếng Việt","- Trước khi bắt đầu","Mang dây an toàn và thiết bị bảo hộ, chỉ làm việc trong khu vực an toàn."
"외국인 근로자 출력본","베트남어 / Tiếng Việt","2","Khóa bánh xe, kiểm tra lan can và không di chuyển giàn giáo khi có người ở trên."
"외국인 근로자 출력본","베트남어 / Tiếng Việt","3","Nếu gió mạnh hơn hoặc giàn giáo rung, hãy dừng công việc ngay."
"외국인 근로자 출력본","베트남어 / Tiếng Việt","4","Nếu chưa hiểu, hãy dừng lại và yêu cầu quản lý giải thích lại."
"외국인 근로자 출력본","중국어 / 中文","1","중국 국적 및 중국어권 작업자 안내에 필요한 기본 언어"
"외국인 근로자 출력본","중국어 / 中文","- 今天的作业","使用移动脚手架进行外墙涂装"
"외국인 근로자 출력본","중국어 / 中文","- 本作业的主要危险","坠落危险, 移动脚手架晃动或倾倒, 强风, 叉车路线与人员通道交叉"
"외국인 근로자 출력본","중국어 / 中文","- ⚠️ 危险标志","⚠️ 🧱 🌬️ 🚧。看到这些标志时，请先停止作业并确认负责人说明。"
"외국인 근로자 출력본","중국어 / 中文","- 开始前","佩戴防坠落防护用品，只在安全平台内作业。"
"외국인 근로자 출력본","중국어 / 中文","2","锁好脚轮，确认护栏，禁止载人移动脚手架。"
"외국인 근로자 출력본","중국어 / 中文","3","如风力增强或脚手架晃动，请立即停止作业。"
"외국인 근로자 출력본","중국어 / 中文","4","如果没有理解，请停止作业并请现场负责人再次说明。"
"외국인 근로자 출력본","태국어 / ภาษาไทย","1","고용허가제 및 현장 근로자 커뮤니케이션에서 반복적으로 필요한 언어"
"외국인 근로자 출력본","태국어 / ภาษาไทย","- งานวันนี้","งานทาสีผนังภายนอกโดยใช้นั่งร้านเคลื่อนที่"
"외국인 근로자 출력본","태국어 / ภาษาไทย","- อันตรายหลักของงานนี้","ความเสี่ยงตกจากที่สูง, นั่งร้านเคลื่อนที่สั่นหรือพลิกคว่ำ, ลมแรง, เส้นทางรถยกตัดกับทางเดินคน"
"외국인 근로자 출력본","태국어 / ภาษาไทย","- ⚠️ สัญลักษณ์อันตราย","⚠️ 🧱 🌬️ 🚧 หากเห็นสัญลักษณ์เหล่านี้ ให้หยุดก่อนและถามหัวหน้างานนะครับ/ค่ะ"
"외국인 근로자 출력본","태국어 / ภาษาไทย","- ก่อนเริ่มงาน","สวมอุปกรณ์ป้องกันการตกและทำงานภายในพื้นที่ปลอดภัยเท่านั้น"
"외국인 근로자 출력본","태국어 / ภาษาไทย","2","ล็อกล้อ ตรวจราวกันตก และห้ามเคลื่อนย้ายนั่งร้านขณะมีคนอยู่ด้านบน"
"외국인 근로자 출력본","태국어 / ภาษาไทย","3","หากลมแรงขึ้นหรือนั่งร้านสั่น ให้หยุดงานทันที"
"외국인 근로자 출력본","태국어 / ภาษาไทย","4","หากไม่เข้าใจ ให้หยุดงานและขอให้หัวหน้างานอธิบายอีกครั้งนะครับ/ค่ะ"
"외국인 근로자 출력본","우즈베크어 / O'zbekcha","1","우즈베키스탄 출신 근로자와 중앙아시아권 작업자 안내에 유용한 언어"
"외국인 근로자 출력본","우즈베크어 / O'zbekcha","- Bugungi ish","Ko'chma havozadan foydalanib tashqi devorni bo'yash"
"외국인 근로자 출력본","우즈베크어 / O'zbekcha","- Bu ishdagi asosiy xavflar","balandlikdan yiqilish xavfi, ko'chma havoza silkinishi yoki ag'darilishi, kuchli shamol, yuk ko'targich yo'li va piyoda yo'li kesishishi"
"외국인 근로자 출력본","우즈베크어 / O'zbekcha","- ⚠️ Xavf belgisi","⚠️ 🧱 🌬️ 🚧. Bu belgilarni ko'rsangiz, avval to'xtang va rahbardan so'rang."
"외국인 근로자 출력본","우즈베크어 / O'zbekcha","- Ish boshlashdan oldin","Yiqilishdan saqlovchi himoya vositalarini taqing va xavfsiz platformada ishlang."
"외국인 근로자 출력본","우즈베크어 / O'zbekcha","2","G'ildiraklarni qulflang, panjaralarni tekshiring va odam bor paytda havozani siljitmang."
"외국인 근로자 출력본","우즈베크어 / O'zbekcha","3","Shamol kuchaysa yoki havoza qimirlay boshlasa, ishni darhol to'xtating."
"외국인 근로자 출력본","우즈베크어 / O'zbekcha","4","Tushunmagan bo'lsangiz, ishni to'xtating va rahbardan yana tushuntirishni so'rang."
"외국인 근로자 출력본","몽골어 / Монгол хэл","1","몽골 국적 체류자와 건설·서비스 현장 신규 투입자 안내에 필요한 언어"
"외국인 근로자 출력본","몽골어 / Монгол хэл","- Өнөөдрийн ажил","Зөөврийн шат ашиглан гадна ханын будаг хийх ажил"
"외국인 근로자 출력본","몽골어 / Монгол хэл","- Энэ ажлын гол аюул","өндрөөс унах эрсдэл, зөөврийн шат ганхах эсвэл унах, хүчтэй салхи, сэрээт ачигч ба явган хүний зам огтлолцох"
"외국인 근로자 출력본","몽골어 / Монгол хэл","- ⚠️ Аюулын тэмдэг","⚠️ 🧱 🌬️ 🚧. Эдгээр тэмдгийг харвал эхлээд зогсоож, ахлагчаас асуугаарай."
"외국인 근로자 출력본","몽골어 / Монгол хэл","- Ажил эхлэхийн өмнө","Унахаас хамгаалах хэрэгсэл өмсөж, аюулгүй тавцан дотор ажиллана."
"외국인 근로자 출력본","몽골어 / Монгол хэл","2","Дугуйг түгжиж, хамгаалалтын хашлагыг шалгана."
"외국인 근로자 출력본","몽골어 / Монгол хэл","3","Салхи хүчтэй болох эсвэл шат ганхвал ажлыг шууд зогсооно."
"외국인 근로자 출력본","몽골어 / Монгол хэл","4","Ойлгоогүй бол ажлаа зогсоож, ахлагчаас дахин тайлбар хүсээрэй."
"외국인 근로자 출력본","네팔어 / नेपाली","1","제조·건설·농축산 현장 외국인 근로자 안내에서 활용도가 높은 언어"
"외국인 근로자 출력본","네팔어 / नेपाली","- आजको काम","चलायमान स्काफोल्ड प्रयोग गरी बाहिरी भित्तामा रंग लगाउने काम"
"외국인 근로자 출력본","네팔어 / नेपाली","- यस कामका मुख्य जोखिमहरू","खस्ने जोखिम, चलायमान स्काफोल्ड हल्लिने वा पल्टिने, बलियो हावा, फोर्कलिफ्ट बाटो र पैदल बाटो जुध्ने"
"외국인 근로자 출력본","네팔어 / नेपाली","- ⚠️ जोखिम संकेत","⚠️ 🧱 🌬️ 🚧। यी संकेत देखेमा पहिले काम रोक्नुहोस् र सुपरभाइजरलाई सोध्नुहोस्।"
"외국인 근로자 출력본","네팔어 / नेपाली","- काम सुरु गर्नु अघि","खस्नबाट जोगाउने सुरक्षा उपकरण लगाउनुहोस् र सुरक्षित प्लेटफर्मभित्र काम गर्नुहोस्।"
"외국인 근로자 출력본","네팔어 / नेपाली","2","पाङ्ग्रा लक गर्नुहोस्, रेलिङ जाँच गर्नुहोस्, मानिस माथि हुँदा स्काफोल्ड नसार्नुहोस्।"
"외국인 근로자 출력본","네팔어 / नेपाली","3","हावा बलियो भयो वा स्काफोल्ड हल्लियो भने तुरुन्त काम रोक्नुहोस्।"
"외국인 근로자 출력본","네팔어 / नेपाली","4","नबुझेमा काम रोक्नुहोस् र सुपरभाइजरलाई फेरि बुझाउन भन्नुहोस्।"
"외국인 근로자 출력본","네팔어 / नेपाली","5","📎 पढ्न गाह्रो भएमा तस्बिर, छोटो सुरक्षा भिडियो र प्रत्यक्ष प्रदर्शन हेर्नुहोस्।"
"외국인 근로자 출력본","캄보디아어 / ភាសាខ្មែរ","1","고용허가제 송출국 근로자 안내에서 필요한 동남아권 주요 언어"
"외국인 근로자 출력본","캄보디아어 / ភាសាខ្មែរ","- ការងារថ្ងៃនេះ","លាបពណ៌ជញ្ជាំងក្រៅដោយប្រើរន្ទាចល័ត"
"외국인 근로자 출력본","캄보디아어 / ភាសាខ្មែរ","- ហានិភ័យសំខាន់នៃការងារនេះ","ហានិភ័យធ្លាក់ពីកម្ពស់, រន្ទាចល័តរង្គើ ឬដួល, ខ្យល់ខ្លាំង, ផ្លូវរថយន្តលើកកាត់ផ្លូវដើរ"
"외국인 근로자 출력본","캄보디아어 / ភាសាខ្មែរ","2","⚠️ សញ្ញាគ្រោះថ្នាក់៖ ⚠️ 🧱 🌬️ 🚧។ បើឃើញសញ្ញាទាំងនេះ សូមឈប់មុន ហើយសួរអ្នកគ្រប់គ្រង។"
"외국인 근로자 출력본","캄보디아어 / ភាសាខ្មែរ","- មុនចាប់ផ្តើម","ពាក់ឧបករណ៍ការពារការធ្លាក់ ហើយធ្វើការនៅលើវេទិកាសុវត្ថិភាពប៉ុណ្ណោះ។"
"외국인 근로자 출력본","캄보디아어 / ភាសាខ្មែរ","3","ចាក់សោកង់ ពិនិត្យរបាំងការពារ ហើយកុំរុញរន្ទាពេលមានមនុស្សនៅលើ។"
"외국인 근로자 출력본","캄보디아어 / ភាសាខ្មែរ","4","បើខ្យល់ខ្លាំង ឬរន្ទារង្គើ សូមឈប់ការងារភ្លាមៗ។"
"외국인 근로자 출력본","캄보디아어 / ភាសាខ្មែរ","5","បើមិនយល់ សូមឈប់ការងារ ហើយសួរអ្នកគ្រប់គ្រងឱ្យពន្យល់ម្តងទៀត។"
"외국인 근로자 출력본","캄보디아어 / ភាសាខ្មែរ","6","📎 បើអានពិបាក សូមមើលរូបភាព វីដេអូខ្លីៗ ឬសុំអ្នកគ្រប់គ្រងបង្ហាញផ្ទាល់។"
"외국인 근로자 출력본","영어 / English","1","필리핀 등 영어 사용 가능 근로자와 현장 공용 안내를 위한 보조 언어"
"외국인 근로자 출력본","영어 / English","- Today's work","Exterior painting using a mobile scaffold"
"외국인 근로자 출력본","영어 / English","- Main hazards for this job","fall hazard, mobile scaffold movement, strong wind, forklift route conflict"
"외국인 근로자 출력본","영어 / English","- ⚠️ Warning signs","⚠️ 🧱 🌬️ 🚧. If you see these signs, stop first and ask the supervisor."
"외국인 근로자 출력본","영어 / English","- Before starting","Wear fall-protection PPE and stay inside the safe work platform."
"외국인 근로자 출력본","영어 / English","2","Lock wheels, keep guardrails in place, and do not move the scaffold with a worker on it."
"외국인 근로자 출력본","영어 / English","3","Stop scaffold or outdoor work if strong wind increases or the scaffold moves."
"외국인 근로자 출력본","영어 / English","4","If you do not understand, stop and ask the supervisor to explain again."
"외국인 근로자 출력본","인도네시아어 / Bahasa Indonesia","1","동남아권 현장 근로자 안전 안내 확장에 적합한 언어"
"외국인 근로자 출력본","인도네시아어 / Bahasa Indonesia","- Pekerjaan hari ini","Pengecatan dinding luar menggunakan perancah bergerak"
"외국인 근로자 출력본","인도네시아어 / Bahasa Indonesia","- Bahaya utama pekerjaan ini","risiko jatuh, perancah bergerak bergoyang atau terguling, angin kencang, jalur forklift bertemu jalur pejalan kaki"
"외국인 근로자 출력본","인도네시아어 / Bahasa Indonesia","- ⚠️ Tanda bahaya","⚠️ 🧱 🌬️ 🚧. Jika melihat tanda ini, berhenti dulu dan tanya supervisor."
"외국인 근로자 출력본","인도네시아어 / Bahasa Indonesia","- Sebelum mulai","Gunakan APD pencegah jatuh dan bekerja hanya di platform aman."
"외국인 근로자 출력본","인도네시아어 / Bahasa Indonesia","2","Kunci roda, periksa pagar pengaman, dan jangan pindahkan perancah saat ada pekerja di atasnya."
"외국인 근로자 출력본","인도네시아어 / Bahasa Indonesia","3","Jika angin makin kencang atau perancah bergerak, hentikan pekerjaan segera."
"외국인 근로자 출력본","인도네시아어 / Bahasa Indonesia","4","Jika belum paham, hentikan pekerjaan dan minta supervisor menjelaskan lagi."
"외국인 근로자 출력본","미얀마어 / မြန်မာဘာသာ","1","고용허가제 송출국과 현장 안전 안내 확장에 필요한 언어"
"외국인 근로자 출력본","미얀마어 / မြန်မာဘာသာ","- ယနေ့လုပ်ငန်း","ရွှေ့ပြောင်းနိုင်သော ငြမ်းဖြင့် အပြင်နံရံ ဆေးသုတ်ခြင်း"
"외국인 근로자 출력본","미얀마어 / မြန်မာဘာသာ","- ဤလုပ်ငန်း၏ အဓိကအန္တရာယ်များ","ပြုတ်ကျနိုင်သော အန္တရာယ်, ရွှေ့ပြောင်းငြမ်း လှုပ်ခြင်း သို့မဟုတ် လဲခြင်း, လေပြင်း, ဖော့ကလစ်လမ်းကြောင်းနှင့် လူသွားလမ်း ထပ်နေခြင်း"
"외국인 근로자 출력본","미얀마어 / မြန်မာဘာသာ","- ⚠️ အန္တရာယ်အမှတ်အသား","⚠️ 🧱 🌬️ 🚧။ ဤအမှတ်အသားများတွေ့ပါက အရင်ရပ်ပြီး ကြီးကြပ်သူကို မေးပါ။"
"외국인 근로자 출력본","미얀마어 / မြန်မာဘာသာ","- လုပ်ငန်းမစတင်မီ","ပြုတ်ကျမှုကာကွယ်ရေး ပစ္စည်းဝတ်ဆင်ပြီး လုံခြုံသော platform အတွင်းသာ လုပ်ကိုင်ပါ။"
"외국인 근로자 출력본","미얀마어 / မြန်မာဘာသာ","2","ဘီးကိုလော့ခ်ချပါ၊ ကာရံကိုစစ်ဆေးပါ၊ လူရှိနေချိန်တွင် ငြမ်းကို မရွှေ့ပါနှင့်။"
"외국인 근로자 출력본","미얀마어 / မြန်မာဘာသာ","3","လေပြင်းလာပါက သို့မဟုတ် ငြမ်းလှုပ်ပါက အလုပ်ကို ချက်ချင်းရပ်ပါ။"
"외국인 근로자 출력본","미얀마어 / မြန်မာဘာသာ","4","နားမလည်ပါက အလုပ်ရပ်ပြီး ကြီးကြပ်သူအား ထပ်မံရှင်းပြရန် တောင်းဆိုပါ။"
"외국인 근로자 출력본","미얀마어 / မြန်မာဘာသာ","5","📎 စာဖတ်ရခက်ပါက ပုံ၊ တိုတောင်းသော ဗီဒီယို သို့မဟုတ် ကြီးကြပ်သူ၏ လက်တွေ့ ရှင်းပြချက်ကို ကြည့်ပါ။"
"외국인 근로자 출력본","사용 전 확인","1","자동 번역 또는 기본 문구는 현장 통역자, 관리자, 해당 언어 가능자 확인 후 사용합니다."
"외국인 근로자 출력본","사용 전 확인","2","작업방법, 작업중지 기준, 보호구 명칭은 현장 실물과 함께 다시 확인합니다."
"외국인 근로자 출력본","사용 전 확인","3","캄보디아어·네팔어·미얀마어 등은 글 읽기 편차를 고려해 그림 표지, 짧은 영상, 현장 실물 설명을 함께 사용합니다."
"외국인 근로자 전송본","기본정보","1","[SafeClaw 외국인 근로자 안전공지] 세이프건설"
"외국인 근로자 전송본","기본정보","현장","서울 성수동 근린생활시설 현장"
"외국인 근로자 전송본","기본정보","오늘 작업","세이프건설 서울 성수동 근린생활시설 외벽 도장 작업"
"외국인 근로자 전송본","기본정보","작업조건","오후 강풍 예보, 작업중지 기준 공유 필요"
"외국인 근로자 전송본","기본정보","⚠️ 핵심 위험","강풍 상황에서 이동식 비계가 흔들리며 작업자가 추락하거나 비계가 전도될 위험"
"외국인 근로자 전송본","기본정보","2","쉬운 한국어:"
"외국인 근로자 전송본","기본정보","3","✋ 위험하면 작업을 멈추고 바로 관리자에게 말하세요."
"외국인 근로자 전송본","기본정보","4","🦺 보호구를 착용하고, 지시를 이해한 뒤 작업을 시작하세요."
"외국인 근로자 전송본","기본정보","5","💧 더위·자외선 작업에서는 물, 그늘, 휴식 시간을 먼저 확인하세요."
"외국인 근로자 전송본","기본정보","6","⚠️ 이해하지 못하면 작업을 시작하지 말고 관리자에게 다시 설명을 요청하세요."
"외국인 근로자 전송본","SafeClaw Tiếng Việt","1","Tiếng Việt"
"외국인 근로자 전송본","SafeClaw Tiếng Việt","⚠️ Dấu hiệu nguy hiểm","⚠️ 🧱 🌬️ 🚧. Nếu thấy các dấu hiệu này, hãy dừng lại và hỏi quản lý."
"외국인 근로자 전송본","SafeClaw Tiếng Việt","- Công việc hôm nay","Sơn tường ngoài bằng giàn giáo di động"
"외국인 근로자 전송본","SafeClaw Tiếng Việt","- Nguy cơ chính của công việc này","nguy cơ rơi ngã, giàn giáo di động rung hoặc lật, gió mạnh, đường xe nâng giao với lối đi bộ"
"외국인 근로자 전송본","SafeClaw Tiếng Việt","- ⚠️ Dấu hiệu nguy hiểm","⚠️ 🧱 🌬️ 🚧. Nếu thấy các dấu hiệu này, hãy dừng lại và hỏi quản lý."
"외국인 근로자 전송본","SafeClaw Tiếng Việt","- Trước khi bắt đầu","Mang dây an toàn và thiết bị bảo hộ, chỉ làm việc trong khu vực an toàn."
"외국인 근로자 전송본","SafeClaw Tiếng Việt","2","Khóa bánh xe, kiểm tra lan can và không di chuyển giàn giáo khi có người ở trên."
"외국인 근로자 전송본","SafeClaw Tiếng Việt","3","Nếu gió mạnh hơn hoặc giàn giáo rung, hãy dừng công việc ngay."
"외국인 근로자 전송본","SafeClaw Tiếng Việt","4","Nếu chưa hiểu, hãy dừng lại và yêu cầu quản lý giải thích lại."
"외국인 근로자 전송본","SafeClaw Tiếng Việt","Quản lý xác nhận","kiểm tra lại nội dung này với phiên dịch hoặc người biết ngôn ngữ này."
"외국인 근로자 전송본","SafeClaw 中文","1","中文"
"외국인 근로자 전송본","SafeClaw 中文","⚠️ 危险标志","⚠️ 🧱 🌬️ 🚧。看到这些标志时，请先停止作业并确认负责人说明。"
"외국인 근로자 전송본","SafeClaw 中文","- 今天的作业","使用移动脚手架进行外墙涂装"
"외국인 근로자 전송본","SafeClaw 中文","- 本作业的主要危险","坠落危险, 移动脚手架晃动或倾倒, 强风, 叉车路线与人员通道交叉"
"외국인 근로자 전송본","SafeClaw 中文","- ⚠️ 危险标志","⚠️ 🧱 🌬️ 🚧。看到这些标志时，请先停止作业并确认负责人说明。"
"외국인 근로자 전송본","SafeClaw 中文","- 开始前","佩戴防坠落防护用品，只在安全平台内作业。"
"외국인 근로자 전송본","SafeClaw 中文","2","锁好脚轮，确认护栏，禁止载人移动脚手架。"
"외국인 근로자 전송본","SafeClaw 中文","3","如风力增强或脚手架晃动，请立即停止作业。"
"외국인 근로자 전송본","SafeClaw 中文","4","如果没有理解，请停止作业并请现场负责人再次说明。"
"외국인 근로자 전송본","SafeClaw 中文","管理人员确认","请由翻译或懂该语言的人员确认后再发送。"
"외국인 근로자 전송본","SafeClaw ภาษาไทย","1","ภาษาไทย"
"외국인 근로자 전송본","SafeClaw ภาษาไทย","⚠️ สัญลักษณ์อันตราย","⚠️ 🧱 🌬️ 🚧 หากเห็นสัญลักษณ์เหล่านี้ ให้หยุดก่อนและถามหัวหน้างานนะครับ/ค่ะ"
"외국인 근로자 전송본","SafeClaw ภาษาไทย","- งานวันนี้","งานทาสีผนังภายนอกโดยใช้นั่งร้านเคลื่อนที่"
"외국인 근로자 전송본","SafeClaw ภาษาไทย","- อันตรายหลักของงานนี้","ความเสี่ยงตกจากที่สูง, นั่งร้านเคลื่อนที่สั่นหรือพลิกคว่ำ, ลมแรง, เส้นทางรถยกตัดกับทางเดินคน"
"외국인 근로자 전송본","SafeClaw ภาษาไทย","- ⚠️ สัญลักษณ์อันตราย","⚠️ 🧱 🌬️ 🚧 หากเห็นสัญลักษณ์เหล่านี้ ให้หยุดก่อนและถามหัวหน้างานนะครับ/ค่ะ"
"외국인 근로자 전송본","SafeClaw ภาษาไทย","- ก่อนเริ่มงาน","สวมอุปกรณ์ป้องกันการตกและทำงานภายในพื้นที่ปลอดภัยเท่านั้น"
"외국인 근로자 전송본","SafeClaw ภาษาไทย","2","ล็อกล้อ ตรวจราวกันตก และห้ามเคลื่อนย้ายนั่งร้านขณะมีคนอยู่ด้านบน"
"외국인 근로자 전송본","SafeClaw ภาษาไทย","3","หากลมแรงขึ้นหรือนั่งร้านสั่น ให้หยุดงานทันที"
"외국인 근로자 전송본","SafeClaw ภาษาไทย","4","หากไม่เข้าใจ ให้หยุดงานและขอให้หัวหน้างานอธิบายอีกครั้งนะครับ/ค่ะ"
"외국인 근로자 전송본","SafeClaw ภาษาไทย","การยืนยันของหัวหน้างาน","ตรวจข้อความนี้กับล่ามหรือผู้ที่อ่านภาษานี้ได้ก่อนส่งนะครับ/ค่ะ"
"외국인 근로자 전송본","SafeClaw O'zbekcha","1","O'zbekcha"
"외국인 근로자 전송본","SafeClaw O'zbekcha","⚠️ Xavf belgisi","⚠️ 🧱 🌬️ 🚧. Bu belgilarni ko'rsangiz, avval to'xtang va rahbardan so'rang."
"외국인 근로자 전송본","SafeClaw O'zbekcha","- Bugungi ish","Ko'chma havozadan foydalanib tashqi devorni bo'yash"
"외국인 근로자 전송본","SafeClaw O'zbekcha","- Bu ishdagi asosiy xavflar","balandlikdan yiqilish xavfi, ko'chma havoza silkinishi yoki ag'darilishi, kuchli shamol, yuk ko'targich yo'li va piyoda yo'li kesishishi"
"외국인 근로자 전송본","SafeClaw O'zbekcha","- ⚠️ Xavf belgisi","⚠️ 🧱 🌬️ 🚧. Bu belgilarni ko'rsangiz, avval to'xtang va rahbardan so'rang."
"외국인 근로자 전송본","SafeClaw O'zbekcha","- Ish boshlashdan oldin","Yiqilishdan saqlovchi himoya vositalarini taqing va xavfsiz platformada ishlang."
"외국인 근로자 전송본","SafeClaw O'zbekcha","2","G'ildiraklarni qulflang, panjaralarni tekshiring va odam bor paytda havozani siljitmang."
"외국인 근로자 전송본","SafeClaw O'zbekcha","3","Shamol kuchaysa yoki havoza qimirlay boshlasa, ishni darhol to'xtating."
"외국인 근로자 전송본","SafeClaw O'zbekcha","4","Tushunmagan bo'lsangiz, ishni to'xtating va rahbardan yana tushuntirishni so'rang."
"외국인 근로자 전송본","SafeClaw O'zbekcha","Rahbar tasdig'i","xabarni tarjimon yoki shu tilni biladigan xodim bilan tekshiring."
"외국인 근로자 전송본","SafeClaw Монгол хэл","1","Монгол хэл"
"외국인 근로자 전송본","SafeClaw Монгол хэл","⚠️ Аюулын тэмдэг","⚠️ 🧱 🌬️ 🚧. Эдгээр тэмдгийг харвал эхлээд зогсоож, ахлагчаас асуугаарай."
"외국인 근로자 전송본","SafeClaw Монгол хэл","- Өнөөдрийн ажил","Зөөврийн шат ашиглан гадна ханын будаг хийх ажил"
"외국인 근로자 전송본","SafeClaw Монгол хэл","- Энэ ажлын гол аюул","өндрөөс унах эрсдэл, зөөврийн шат ганхах эсвэл унах, хүчтэй салхи, сэрээт ачигч ба явган хүний зам огтлолцох"
"외국인 근로자 전송본","SafeClaw Монгол хэл","- ⚠️ Аюулын тэмдэг","⚠️ 🧱 🌬️ 🚧. Эдгээр тэмдгийг харвал эхлээд зогсоож, ахлагчаас асуугаарай."
"외국인 근로자 전송본","SafeClaw Монгол хэл","- Ажил эхлэхийн өмнө","Унахаас хамгаалах хэрэгсэл өмсөж, аюулгүй тавцан дотор ажиллана."
"외국인 근로자 전송본","SafeClaw Монгол хэл","2","Дугуйг түгжиж, хамгаалалтын хашлагыг шалгана."
