문서,섹션,항목,내용
"TBM 기록","공식자료 서식 반영","2","KOSHA · KOSHA 위험성평가 교육자료 - 공식 링크 확인"
"TBM 기록","공식자료 서식 반영","- 반영 문서","위험성평가표, 안전교육일지"
"TBM 기록","공식자료 서식 반영","- 서식 힌트","작업자 참여, 위험성평가 결과 공유, 교육 실시, 개선대책 확인"
"TBM 기록","공식자료 서식 반영","- 요약","위험성평가 작성과 작업자 공유 교육에 활용할 수 있는 KOSHA 교육자료입니다."
"TBM 기록","공식자료 서식 반영","3","KOSHA · KOSHA 작업 전 안전점검회의(TBM) OPS - 공식 링크 확인"
"TBM 기록","공식자료 서식 반영","- 반영 문서","TBM 브리핑, TBM 회의록, 안전교육일지"
"TBM 기록","공식자료 서식 반영","- 서식 힌트","작업내용, 위험요인, 안전대책, 참석자 확인, 사진·영상 기록 메모"
"TBM 기록","공식자료 서식 반영","- 요약","작업 전 안전점검회의 목적과 진행 흐름을 현장 브리핑에 맞춰 정리하는 공식 안내 축입니다."
"TBM 기록","공식자료 서식 반영","4","MOEL · 고용노동부 TBM 정기교육 시간 인정 안내 - 사전 매핑"
"TBM 기록","공식자료 서식 반영","- 반영 문서","TBM 회의록, 안전교육일지"
"TBM 기록","공식자료 서식 반영","- 서식 힌트","작업일지, 모바일 앱, 동영상, 회의자료, 교육시간 인정 검토"
"TBM 기록","공식자료 서식 반영","- 요약","위험성평가 결과를 반영한 TBM을 산업안전보건 정기교육 시간으로 인정할 수 있다는 고용노동부 안내입니다."
"TBM 기록","공식자료 서식 반영","5","KOSHA · 산업안전보건교육 가이드북 - 공식 링크 확인"
"TBM 기록","공식자료 서식 반영","- 반영 문서","안전교육일지"
"TBM 기록","공식자료 서식 반영","- 서식 힌트","교육대상, 교육내용, 확인방법, 후속 교육"
"TBM 기록","공식자료 서식 반영","- 요약","안전보건교육 대상, 내용, 확인 방식 정리에 참고할 수 있는 교육 가이드북입니다."
"TBM 기록","공식자료 서식 반영","6","KOSHA · 지게차의 안전작업에 관한 기술지원규정 - 공식 링크 확인"
"TBM 기록","공식자료 서식 반영","- 반영 문서","위험성평가표, TBM 브리핑"
"TBM 기록","공식자료 서식 반영","- 서식 힌트","동선 분리, 하역구역 통제, 운전 전 점검, 신호수 배치"
"TBM 기록","공식자료 서식 반영","- 요약","지게차 작업 시 안전장치, 하역장소, 작업방법을 정리한 KOSHA 기술지원규정입니다."
"안전보건교육 기록","기본정보","1","안전보건교육 기록(초안)"
"안전보건교육 기록","기본정보","공식자료 기반","산업안전보건교육 가이드북 및 TBM 교육시간 인정 안내 참고"
"안전보건교육 기록","기본정보","교육명","물류센터 지게차 동선 및 적재물 낙하 예방 교육"
"안전보건교육 기록","기본정보","교육구분","당일 작업 전 안전보건교육 및 TBM 연계 기록"
"안전보건교육 기록","기본정보","교육일시","작업 시작 전 15분"
"안전보건교육 기록","기본정보","교육장소","인천 남동공단 물류센터"
"안전보건교육 기록","기본정보","교육대상","지게차 운전자, 피킹 작업자, 신규 출하 인력, 총 2명"
"안전보건교육 기록","기본정보","교육 실시자","현장소장 / 관리감독자"
"안전보건교육 기록","기본정보","확인자","작업반장 / 작업자 대표"
"안전보건교육 기록","교육대상","1","지게차 운전자, 피킹 작업자, 신규 출하 인력, 총 2명"
"안전보건교육 기록","교육대상","2","신규 투입자, 외국인 근로자, 작업변경자는 이해 여부를 별도 확인합니다."
"안전보건교육 기록","교육내용","- 오늘 작업 개요","한빛로지스 인천 남동공단 물류센터 지게차 상하차 작업"
"안전보건교육 기록","교육내용","- 작업 조건","우천 후 바닥 젖음, 미끄럼·동선 분리 기준 공유 필요"
"안전보건교육 기록","교육내용","- 핵심 위험요인","지게차 회차 구간에서 보행자 충돌, 상부 랙 피킹 중 적재물 낙하, 출하 집중 시간대 교차동선 혼잡"
"안전보건교육 기록","교육내용","- 즉시 조치","지게차 전용 동선과 보행 동선을 바닥표시와 차단봉으로 분리, 상하차 구간 진입 전 신호수 배치와 후진 경보 확인, 고중량 적재물 하역 전 작업반경을 비우고 낙하위험 구역을 통제"
"안전보건교육 기록","보호구 및 작업방법 강조사항","1","지게차 접근 시 작업을 멈추고 신호수 지시에 따라 이동"
"안전보건교육 기록","보호구 및 작업방법 강조사항","2","상부 랙 피킹 전 헬멧 착용과 낙하위험 구역 비우기"
"안전보건교육 기록","보호구 및 작업방법 강조사항","3","출하 집중 시간대에는 교차동선 대신 일방통행 동선 준수"
"안전보건교육 기록","확인방법","1","신규 투입자 포함 전원이 작업중지 기준을 구두 복창"
"안전보건교육 기록","확인방법","2","보호구 착용 상태를 상호 점검 후 서명 예정"
"안전보건교육 기록","확인방법","3","작업일지, 모바일 앱, 사진, 영상 등 현장 기록 수단에 교육 실시 사실을 남김"
"안전보건교육 기록","TBM 기록 연계","1","위험성평가 결과를 반영한 TBM 기록은 정기교육 증빙으로 활용 가능 여부를 검토합니다."
"안전보건교육 기록","TBM 기록 연계","2","본 기록은 법정 제출 서식을 대체하는 문서가 아니라 현장 기록 보조용 초안입니다."
"안전보건교육 기록","후속 교육 추천","1","고용24 사업주훈련 또는 외국인 근로자 관련 교육은 현장 대상과 교육명이 맞는 경우에만 후속 후보로 연결합니다."
"안전보건교육 기록","공식 교육기록 기준 보강","1","교육대상, 교육내용, 확인방법, 후속 교육 추천을 분리해 기록합니다."
"안전보건교육 기록","공식 교육기록 기준 보강","2","TBM 기록은 위험성평가 결과를 반영한 경우 정기교육 증빙 활용 가능 여부를 검토할 수 있습니다."
"안전보건교육 기록","공식 교육기록 기준 보강","3","본 문서는 법정 제출서식 대체가 아니라 현장 기록 보조용 초안입니다."
"안전보건교육 기록","공식 교육기록 기준 보강","- 반영 근거","KOSHA 위험성평가 사업안내 / KOSHA 위험성평가 교육자료 / KOSHA 작업 전 안전점검회의(TBM) OPS"
"안전보건교육 기록","법령·해석례 반영: 안전교육 기록","- 반영 원칙","교육내용, 이해도 확인, 보호구·작업방법 반복 교육의 근거 초안으로 연결합니다."
"안전보건교육 기록","법령·해석례 반영: 안전교육 기록","1","1. 산업안전보건법 (Law.go 법령)"
"안전보건교육 기록","법령·해석례 반영: 안전교육 기록","연결 이유","고용노동부 · 법률 · 공포 20251001"
"안전보건교육 기록","법령·해석례 반영: 안전교육 기록","2","2. 산업안전보건법 시행규칙 (Law.go 법령)"
"안전보건교육 기록","법령·해석례 반영: 안전교육 기록","연결 이유","고용노동부 · 고용노동부령 · 공포 20250530"
"안전보건교육 기록","법령·해석례 반영: 안전교육 기록","3","3. 산업안전보건법 시행령 (Law.go 법령)"
"안전보건교육 기록","법령·해석례 반영: 안전교육 기록","연결 이유","고용노동부 · 대통령령 · 공포 20260324"
"안전보건교육 기록","법령·해석례 반영: 안전교육 기록","4","4. 경상남도 남해군 - 공공행정에서 비현업업무에 종사하는 사람이 산업안전보건위원회의 근로자위원이 될 수 있는지(「산업안전보건법 시행령」 별표 1 제4호가목 등 관련) (Law.go 해석례)"
"안전보건교육 기록","법령·해석례 반영: 안전교육 기록","연결 이유","법제처 · 경상남도 남해군 · 회신 2026.04.22"
"안전보건교육 기록","법령·해석례 반영: 안전교육 기록","5","판례는 최종 법률판단이 아니라 관리감독·교육·보호구 이행 여부를 점검하는 보조 근거로만 사용합니다."
"안전보건교육 기록","법령·해석례 반영: 안전교육 기록","보조 1. 건축물관리법위반·업무상과실치사·업무상과실치상·산업안전보건법위반[도급인이 산업안전보건법 제63조에 따라 부담하는 안전·보건조치의무의 내용이 문제된 사건]","대법원 · 2025도4428 · 선고 2025.08.14"
"안전보건교육 기록","법령·해석례 반영: 안전교육 기록","보조 2. 산업안전보건법위반·중대재해처벌등에관한법률위반(산업재해치사)[중대재해 처벌 등에 관한 법률 부칙 제1조 제1항 단서의 ‘상시 근로자가 50명 미만인 사업 또는 사업장’의 해석이 문제된 사건]","대법원 · 2025도15060 · 선고 2026.01.29"
"안전보건교육 기록","중대재해 예방 관리체계 점검","- 내부 참고자료 반영","중대재해처벌법 실무서 파싱 요약을 바탕으로 유해·위험요인 확인, 개선조치, 교육, 작업중지, 도급관리 축을 점검합니다."
"안전보건교육 기록","중대재해 예방 관리체계 점검","- 주의","해당 참고자료는 공식 법령 원문을 대체하지 않으며, 최종 근거는 법제처 법령정보와 공식 자료로 재확인합니다."
"안전보건교육 기록","중대재해 예방 관리체계 점검","- 안전교육 연결","신규 투입자, 외국인 근로자, 협력업체 작업자는 이해 여부 확인과 서명·사진·모바일 기록을 남깁니다."
"안전보건교육 기록","중대재해 예방 관리체계 점검","- 교육 후 확인","위험요인, 작업중지 기준, 보호구·작업방법을 작업자에게 다시 말하게 해 이해도를 확인합니다."
"안전보건교육 기록","추천 후속 교육","1","외국인근로자 취업교육(2반) / 대한건설협회 / 2026-05-08~2026-05-12"
"안전보건교육 기록","KOSHA 교육포털 연계","1","안전보건 기본교육(근로자/공통업종)(집체교육) / 울산지역본부 / 안전보건 기본교육 / 현장 적합"
"안전보건교육 기록","KOSHA 교육포털 연계","2","외국인노동자 안전서포트(입국 후 취업교육)(근로자/공통업종)(집체교육) / 대전세종광역본부 / 안전보건 기본교육 / 현장 적합"
"안전보건교육 기록","KOSHA 교육포털 연계","3","외국인노동자 안전서포트(취업 중 강화교육/근로자)(근로자/공통업종)(집체교육) / 광주광역본부 / 안전보건 기본교육 / 현장 적합"
"안전보건교육 기록","교육 적합성 확인","- 외국인근로자 취업교육(2반)","조건부 후보 - 외국인 근로자가 실제 투입되는 현장일 때만 직접 연계하는 후속 교육 후보입니다."
"안전보건교육 기록","공식 교육자료 반영","- KOSHA 위험성평가 사업안내","위험성평가를 유해·위험요인 파악, 위험성 결정, 감소대책 수립·실행, 공유·기록 흐름으로 정리하는 공식 안내입니다."
"안전보건교육 기록","공식 교육자료 반영","- KOSHA 위험성평가 교육자료","위험성평가 작성과 작업자 공유 교육에 활용할 수 있는 KOSHA 교육자료입니다."
"안전보건교육 기록","유사 재해사례 기반 예방 포인트","1","엘리베이터 수리 작업 중 끼임 / 서비스업 / 엘리베이터 수리 작업 중 끼임"
"안전보건교육 기록","유사 재해사례 기반 예방 포인트","- 사례 요약","2025. 11. 25. (화) 16:30경 경북 영덕군 소재 OOOO 건물 내 화물용 엘리베이터에서 재해자가 수리 작업 중, 불시에 내려오는 운반구와 승강로 * 벽체 사이에 끼임"
"안전보건교육 기록","유사 재해사례 기반 예방 포인트","- 예방 포인트","작업 전 위험요인 공유, 보호구 착용, 작업중지 기준 확인을 예방 포인트로 적용합니다."
"안전보건교육 기록","유사 재해사례 기반 예방 포인트","- 매핑 이유","현재 입력의 작업 키워드와 유사 재해사례를 연결했습니다. 첨부파일(엘리베이터 수리 작업 중 끼임.pdf)을 근거 링크로 연결했습니다."
"안전보건교육 기록","유사 재해사례 기반 예방 포인트","2","지게차 작업 중 뒷바퀴에 깔림 / 제조업 / 지게차 작업 중 뒷바퀴에 깔림"
"안전보건교육 기록","유사 재해사례 기반 예방 포인트","- 사례 요약","2025.11.00(목) 11:30경, 부산 기장군 소재 0000 내 작업장에서재해자가 목재 폐자재를 수거하던 중, 후진으로 선회하던 지게차와 접촉하여재해자의 다리가 지게차 뒷바퀴에 깔림"
"안전보건교육 기록","유사 재해사례 기반 예방 포인트","- 예방 포인트","작업 전 위험요인 공유, 보호구 착용, 작업중지 기준 확인을 예방 포인트로 적용합니다."
"안전보건교육 기록","유사 재해사례 기반 예방 포인트","- 매핑 이유","현재 입력의 지게차, 작업, 지게차 키워드와 유사 재해사례를 연결했습니다. 첨부파일(지게차 작업 중 지게차 뒷바퀴에 깔림.pdf)을 근거 링크로 연결했습니다."
"안전보건교육 기록","유사 재해사례 기반 예방 포인트","3","화물자동차 적재함과 지게차 사이에 끼임 / 제조업 / 화물자동차 적재함과 지게차 사이에 끼임"
"안전보건교육 기록","유사 재해사례 기반 예방 포인트","- 사례 요약","2025. 9. 0.(목) 13:18경 경북 경주시 소재 사업장 내 옥외 적재장에서 재해자가 화물자동차 적재함 문을 올리는 등의 작업 중 재해자 방향으로 후진하는 지게차와 화물 자동차 적재함 사이에 끼임"
"안전보건교육 기록","유사 재해사례 기반 예방 포인트","- 예방 포인트","작업 전 위험요인 공유, 보호구 착용, 작업중지 기준 확인을 예방 포인트로 적용합니다."
"안전보건교육 기록","유사 재해사례 기반 예방 포인트","- 매핑 이유","현재 입력의 지게차, 작업, 지게차 키워드와 유사 재해사례를 연결했습니다. 첨부파일(화물자동차 적재함과 지게차 사이에 끼임.pdf)을 근거 링크로 연결했습니다."
"안전보건교육 기록","KOSHA 세부 OpenAPI 반영","1","안전보건법령 스마트검색 · [중대재해사례 OPL]외부인이 지게차를 운전하던 중 지게차와 담벼락 사이에 끼임"
"안전보건교육 기록","KOSHA 세부 OpenAPI 반영","- 반영 위치","문서 반영 근거, 위험성평가표, TBM"
"안전보건교육 기록","KOSHA 세부 OpenAPI 반영","- 요약","[중대재해사례 OPL]외부인이 지게차를 운전하던 중 지게차와 담벼락 사이에 끼임"
"안전보건교육 기록","KOSHA 세부 OpenAPI 반영","2","안전보건법령 스마트검색 · 지게차 끼임사고 예방(리플릿)"
"안전보건교육 기록","KOSHA 세부 OpenAPI 반영","- 반영 위치","문서 반영 근거, 위험성평가표, TBM"
"안전보건교육 기록","KOSHA 세부 OpenAPI 반영","- 요약","지게차 자율안전 점검표, 지게차 재해사례와 위험요인, 지게차 주요질의사항"
"비상대응 절차","기본정보","1","비상대응 절차(초안)"
"비상대응 절차","기본정보","2","중대재해·산업재해 발생 대비 현장 초기대응 기록"
"비상대응 절차","기본정보","현장명","인천 남동공단 물류센터"
"비상대응 절차","기본정보","작업명","상하차 및 피킹 작업"
"비상대응 절차","기본정보","적용대상","현장소장, 관리감독자, 작업반장, 작업자, 협력업체"
"비상대응 절차","1. 사고 징후 및 즉시 중지","- 핵심 위험","지게차 동선과 보행 동선이 겹치면서 충돌하거나 적재물이 낙하할 위험"
"비상대응 절차","1. 사고 징후 및 즉시 중지","1","사고 징후, 아차사고, 위험 발견 시 작업자는 즉시 작업을 중지하고 작업반장에게 보고합니다."
"비상대응 절차","1. 사고 징후 및 즉시 중지","2","추가 피해 가능성이 있으면 위험구역 접근을 통제하고 전원을 안전한 장소로 이동시킵니다."
"비상대응 절차","2. 초기조치","1","부상자 구조와 응급조치를 우선하되, 구조자 2차 사고 위험을 먼저 확인합니다."
"비상대응 절차","2. 초기조치","2","전기, 화기, 장비, 차량 등 추가 위험원을 정지 또는 격리합니다."
"비상대응 절차","2. 초기조치","3","필요한 경우 119, 원청/발주자, 안전관리자에게 즉시 연락합니다."
"비상대응 절차","3. 보고체계","1","최초 발견자 → 작업반장 → 관리감독자 → 현장소장 → 발주자/원청 안전 담당 순으로 보고합니다."
"비상대응 절차","3. 보고체계","2","보고 내용은 사고시간, 장소, 작업내용, 피해상황, 초기조치, 추가 위험 여부를 포함합니다."
"비상대응 절차","4. 현장보존 및 재발방지","1","인명구조와 추가 피해 방지를 제외하고 현장을 임의 변경하지 않습니다."
"비상대응 절차","4. 현장보존 및 재발방지","2","사진/영상, TBM 기록, 위험성평가표, 교육 기록을 함께 보관합니다."
"비상대응 절차","4. 현장보존 및 재발방지","3","재개 전 위험성평가를 다시 수행하고 감소대책 이행 여부를 확인합니다."
"비상대응 절차","중대재해 예방 관리체계 점검","- 내부 참고자료 반영","중대재해처벌법 실무서 파싱 요약을 바탕으로 유해·위험요인 확인, 개선조치, 교육, 작업중지, 도급관리 축을 점검합니다."
"비상대응 절차","중대재해 예방 관리체계 점검","- 주의","해당 참고자료는 공식 법령 원문을 대체하지 않으며, 최종 근거는 법제처 법령정보와 공식 자료로 재확인합니다."
"비상대응 절차","중대재해 예방 관리체계 점검","- 안전교육 연결","신규 투입자, 외국인 근로자, 협력업체 작업자는 이해 여부 확인과 서명·사진·모바일 기록을 남깁니다."
"비상대응 절차","중대재해 예방 관리체계 점검","- 교육 후 확인","위험요인, 작업중지 기준, 보호구·작업방법을 작업자에게 다시 말하게 해 이해도를 확인합니다."
"비상대응 절차","유사 재해사례 기반 예방 포인트","1","엘리베이터 수리 작업 중 끼임 / 서비스업 / 엘리베이터 수리 작업 중 끼임"
"비상대응 절차","유사 재해사례 기반 예방 포인트","- 사례 요약","2025. 11. 25. (화) 16:30경 경북 영덕군 소재 OOOO 건물 내 화물용 엘리베이터에서 재해자가 수리 작업 중, 불시에 내려오는 운반구와 승강로 * 벽체 사이에 끼임"
"비상대응 절차","유사 재해사례 기반 예방 포인트","- 예방 포인트","작업 전 위험요인 공유, 보호구 착용, 작업중지 기준 확인을 예방 포인트로 적용합니다."
"비상대응 절차","유사 재해사례 기반 예방 포인트","- 매핑 이유","현재 입력의 작업 키워드와 유사 재해사례를 연결했습니다. 첨부파일(엘리베이터 수리 작업 중 끼임.pdf)을 근거 링크로 연결했습니다."
"비상대응 절차","유사 재해사례 기반 예방 포인트","2","지게차 작업 중 뒷바퀴에 깔림 / 제조업 / 지게차 작업 중 뒷바퀴에 깔림"
"비상대응 절차","유사 재해사례 기반 예방 포인트","- 사례 요약","2025.11.00(목) 11:30경, 부산 기장군 소재 0000 내 작업장에서재해자가 목재 폐자재를 수거하던 중, 후진으로 선회하던 지게차와 접촉하여재해자의 다리가 지게차 뒷바퀴에 깔림"
"비상대응 절차","유사 재해사례 기반 예방 포인트","- 예방 포인트","작업 전 위험요인 공유, 보호구 착용, 작업중지 기준 확인을 예방 포인트로 적용합니다."
"비상대응 절차","유사 재해사례 기반 예방 포인트","- 매핑 이유","현재 입력의 지게차, 작업, 지게차 키워드와 유사 재해사례를 연결했습니다. 첨부파일(지게차 작업 중 지게차 뒷바퀴에 깔림.pdf)을 근거 링크로 연결했습니다."
"비상대응 절차","유사 재해사례 기반 예방 포인트","3","화물자동차 적재함과 지게차 사이에 끼임 / 제조업 / 화물자동차 적재함과 지게차 사이에 끼임"
"비상대응 절차","유사 재해사례 기반 예방 포인트","- 사례 요약","2025. 9. 0.(목) 13:18경 경북 경주시 소재 사업장 내 옥외 적재장에서 재해자가 화물자동차 적재함 문을 올리는 등의 작업 중 재해자 방향으로 후진하는 지게차와 화물 자동차 적재함 사이에 끼임"
"비상대응 절차","유사 재해사례 기반 예방 포인트","- 예방 포인트","작업 전 위험요인 공유, 보호구 착용, 작업중지 기준 확인을 예방 포인트로 적용합니다."
"비상대응 절차","유사 재해사례 기반 예방 포인트","- 매핑 이유","현재 입력의 지게차, 작업, 지게차 키워드와 유사 재해사례를 연결했습니다. 첨부파일(화물자동차 적재함과 지게차 사이에 끼임.pdf)을 근거 링크로 연결했습니다."
"사진/증빙","기본정보","1","사진/증빙 기록(초안)"
"사진/증빙","기본정보","2","현장 점검 및 제출 대응용 첨부 슬롯"
"사진/증빙","기본정보","현장명","인천 남동공단 물류센터"
"사진/증빙","기본정보","작업명","상하차 및 피킹 작업"
"사진/증빙","1. 작업 전 사진","1","작업구역 전경:"
"사진/증빙","1. 작업 전 사진","2","보호구 착용 상태:"
"사진/증빙","1. 작업 전 사진","3","장비/도구 점검 상태:"
"사진/증빙","1. 작업 전 사진","4","위험구역 출입통제 상태:"
"사진/증빙","2. 조치 전·후 사진","- 위험요인 1","지게차 회차 구간에서 보행자 충돌"
"사진/증빙","2. 조치 전·후 사진","- 조치내용","지게차 전용 동선과 보행 동선을 바닥표시와 차단봉으로 분리"
"사진/증빙","2. 조치 전·후 사진","- 위험요인 2","상부 랙 피킹 중 적재물 낙하"
"사진/증빙","2. 조치 전·후 사진","- 조치내용","상하차 구간 진입 전 신호수 배치와 후진 경보 확인"
"사진/증빙","3. TBM 및 교육 증빙","1","TBM 실시 사진 또는 모바일 기록:"
"사진/증빙","3. TBM 및 교육 증빙","2","참석자 확인 또는 서명:"
"사진/증빙","3. TBM 및 교육 증빙","3","신규/외국인 근로자 이해도 확인:"
"사진/증빙","4. 확인자","1","촬영자:"
"사진/증빙","4. 확인자","2","확인자:"
"사진/증빙","4. 확인자","- 보관 위치","작업일지, 모바일 앱, 문서팩 첨부자료"
"사진/증빙","확인 근거 첨부","- 법령·해석례·판례","산업안전보건법 / 산업안전보건법 시행규칙 / 산업안전보건법 시행령"
"사진/증빙","확인 근거 첨부","- KOSHA 자료","KOSHA 위험성평가 사업안내 / KOSHA 위험성평가 교육자료"
"사진/증빙","확인 근거 첨부","- 유사 재해사례","엘리베이터 수리 작업 중 끼임 / 지게차 작업 중 뒷바퀴에 깔림"
"외국인 근로자 출력본","기본정보","1","외국인 근로자용 쉬운 한국어 브리핑"
"외국인 근로자 출력본","기본정보","현장","인천 남동공단 물류센터"
"외국인 근로자 출력본","기본정보","오늘 작업","한빛로지스 인천 남동공단 물류센터 지게차 상하차 작업"
"외국인 근로자 출력본","기본정보","가장 큰 위험","지게차 동선과 보행 동선이 겹치면서 충돌하거나 적재물이 낙하할 위험"
"외국인 근로자 출력본","작업 전 꼭 확인","1","지게차 전용 동선과 보행 동선을 바닥표시와 차단봉으로 분리"
"외국인 근로자 출력본","작업 전 꼭 확인","2","상하차 구간 진입 전 신호수 배치와 후진 경보 확인"
"외국인 근로자 출력본","작업 전 꼭 확인","3","고중량 적재물 하역 전 작업반경을 비우고 낙하위험 구역을 통제"
"외국인 근로자 출력본","쉬운 문장","1","위험하면 멈춥니다."
"외국인 근로자 출력본","쉬운 문장","2","혼자 판단하지 말고 바로 말합니다."
"외국인 근로자 출력본","쉬운 문장","3","보호구를 착용하고 작업구역 밖으로 함부로 들어가지 않습니다."
"외국인 근로자 출력본","베트남어 / Tiếng Việt","1","국내 체류외국인과 제조·건설 현장 근로자 커뮤니케이션에서 우선도가 높은 언어"
"외국인 근로자 출력본","베트남어 / Tiếng Việt","- Công việc hôm nay","Bốc dỡ và lấy hàng bằng xe nâng"
"외국인 근로자 출력본","베트남어 / Tiếng Việt","- Nguy cơ chính của công việc này","đường xe nâng giao với lối đi bộ, slip hazard, heavy-load handling"
"외국인 근로자 출력본","베트남어 / Tiếng Việt","- Trước khi bắt đầu","Tách đường xe nâng và lối đi bộ trước khi bắt đầu."
"외국인 근로자 출력본","베트남어 / Tiếng Việt","2","상하차 구간 진입 전 신호수 배치와 후진 경보 확인"
"외국인 근로자 출력본","베트남어 / Tiếng Việt","3","고중량 적재물 하역 전 작업반경을 비우고 낙하위험 구역을 통제"
"외국인 근로자 출력본","베트남어 / Tiếng Việt","4","Nếu chưa hiểu, hãy dừng lại và yêu cầu quản lý giải thích lại."
"외국인 근로자 출력본","중국어 / 中文","1","중국 국적 및 중국어권 작업자 안내에 필요한 기본 언어"
"외국인 근로자 출력본","중국어 / 中文","- 今天的作业","叉车装卸和拣货作业"
"외국인 근로자 출력본","중국어 / 中文","- 本作业的主要危险","叉车路线与人员通道交叉, slip hazard, heavy-load handling"
"외국인 근로자 출력본","중국어 / 中文","- 开始前","作业前分离叉车路线和人员通道。"
"외국인 근로자 출력본","중국어 / 中文","2","상하차 구간 진입 전 신호수 배치와 후진 경보 확인"
"외국인 근로자 출력본","중국어 / 中文","3","고중량 적재물 하역 전 작업반경을 비우고 낙하위험 구역을 통제"
"외국인 근로자 출력본","중국어 / 中文","4","如果没有理解，请停止作业并请现场负责人再次说明。"
"외국인 근로자 출력본","태국어 / ภาษาไทย","1","고용허가제 및 현장 근로자 커뮤니케이션에서 반복적으로 필요한 언어"
"외국인 근로자 출력본","태국어 / ภาษาไทย","- งานวันนี้","งานขนถ่ายและหยิบสินค้าโดยใช้รถยก"
"외국인 근로자 출력본","태국어 / ภาษาไทย","- อันตรายหลักของงานนี้","เส้นทางรถยกตัดกับทางเดินคน, slip hazard, heavy-load handling"
"외국인 근로자 출력본","태국어 / ภาษาไทย","- ก่อนเริ่มงาน","แยกเส้นทางรถยกและทางเดินคนก่อนเริ่มงาน"
"외국인 근로자 출력본","태국어 / ภาษาไทย","2","상하차 구간 진입 전 신호수 배치와 후진 경보 확인"
"외국인 근로자 출력본","태국어 / ภาษาไทย","3","고중량 적재물 하역 전 작업반경을 비우고 낙하위험 구역을 통제"
"외국인 근로자 출력본","태국어 / ภาษาไทย","4","หากไม่เข้าใจ ให้หยุดงานและขอให้หัวหน้างานอธิบายอีกครั้ง"
"외국인 근로자 출력본","우즈베크어 / O'zbekcha","1","우즈베키스탄 출신 근로자와 중앙아시아권 작업자 안내에 유용한 언어"
"외국인 근로자 출력본","우즈베크어 / O'zbekcha","- Bugungi ish","Yuk ko'targich bilan yuklash, tushirish va terish"
"외국인 근로자 출력본","우즈베크어 / O'zbekcha","- Bu ishdagi asosiy xavflar","yuk ko'targich yo'li va piyoda yo'li kesishishi, slip hazard, heavy-load handling"
"외국인 근로자 출력본","우즈베크어 / O'zbekcha","- Ish boshlashdan oldin","Ish boshlanishidan oldin yuk ko'targich yo'li va piyoda yo'lini ajrating."
"외국인 근로자 출력본","우즈베크어 / O'zbekcha","2","상하차 구간 진입 전 신호수 배치와 후진 경보 확인"
"외국인 근로자 출력본","우즈베크어 / O'zbekcha","3","고중량 적재물 하역 전 작업반경을 비우고 낙하위험 구역을 통제"
"외국인 근로자 출력본","우즈베크어 / O'zbekcha","4","Tushunmagan bo'lsangiz, ishni to'xtating va rahbardan yana tushuntirishni so'rang."
"외국인 근로자 출력본","몽골어 / Монгол хэл","1","몽골 국적 체류자와 건설·서비스 현장 신규 투입자 안내에 필요한 언어"
"외국인 근로자 출력본","몽골어 / Монгол хэл","- Өнөөдрийн ажил","Сэрээт ачигчаар ачих, буулгах ажил"
"외국인 근로자 출력본","몽골어 / Монгол хэл","- Энэ ажлын гол аюул","сэрээт ачигч ба явган хүний зам огтлолцох, slip hazard, heavy-load handling"
"외국인 근로자 출력본","몽골어 / Монгол хэл","- Ажил эхлэхийн өмнө","Ажил эхлэхээс өмнө ачигчийн зам ба явган хүний замыг тусгаарлана."
"외국인 근로자 출력본","몽골어 / Монгол хэл","2","상하차 구간 진입 전 신호수 배치와 후진 경보 확인"
"외국인 근로자 출력본","몽골어 / Монгол хэл","3","고중량 적재물 하역 전 작업반경을 비우고 낙하위험 구역을 통제"
"외국인 근로자 출력본","몽골어 / Монгол хэл","4","Ойлгоогүй бол ажлаа зогсоож, ахлагчаас дахин тайлбар хүсээрэй."
"외국인 근로자 출력본","사용 전 확인","1","자동 번역 또는 기본 문구는 현장 통역자, 관리자, 해당 언어 가능자 확인 후 사용합니다."
"외국인 근로자 출력본","사용 전 확인","2","작업방법, 작업중지 기준, 보호구 명칭은 현장 실물과 함께 다시 확인합니다."
"외국인 근로자 전송본","기본정보","1","[SafeGuard 외국인 근로자 안전공지] 한빛로지스"
"외국인 근로자 전송본","기본정보","현장","인천 남동공단 물류센터"
"외국인 근로자 전송본","기본정보","핵심 위험","지게차 동선과 보행 동선이 겹치면서 충돌하거나 적재물이 낙하할 위험"
"외국인 근로자 전송본","기본정보","2","쉬운 한국어:"
"외국인 근로자 전송본","기본정보","3","위험하면 작업을 멈추고 바로 관리자에게 말하세요."
"외국인 근로자 전송본","기본정보","4","보호구를 착용하고, 지시를 이해한 뒤 작업을 시작하세요."
"외국인 근로자 전송본","기본정보","5","[SafeGuard 베트남어 안전공지] 한빛로지스"
"외국인 근로자 전송본","기본정보","현장","인천 남동공단 물류센터"
"외국인 근로자 전송본","기본정보","작업","한빛로지스 인천 남동공단 물류센터 지게차 상하차 작업"
"외국인 근로자 전송본","기본정보","핵심 위험","지게차 동선과 보행 동선이 겹치면서 충돌하거나 적재물이 낙하할 위험"
"외국인 근로자 전송본","기본정보","6","베트남어(Tiếng Việt)"
"외국인 근로자 전송본","기본정보","- Công việc hôm nay","Bốc dỡ và lấy hàng bằng xe nâng"
"외국인 근로자 전송본","기본정보","- Nguy cơ chính của công việc này","đường xe nâng giao với lối đi bộ, slip hazard, heavy-load handling"
